ID,Engaj,Idade,Regiao_int,Tipo_Cliente,Total_gasto,Tempo_relacionamento,Campanha,Status,Sexo_num,Regiao_brk,email
0005807670,4,50,N02,34,6105.32,8,0,Ouro,0,Norte,fake_email@corporate.co
0005807743,19,58,L01,21,0.01,5,1,Bronze,99,Leste,fake_email@corporate.co
0005808596,10,75,S01,13,39416.32,3,0,Platino,1,Sul,fake_email@corporate.co
0005809657,4,57,,16,3000,8,0,Prata,0,,fake_email@corporate.co
0005809770,6,53,O,22,0.01,8,0,Bronze,1,0este,fake_email@corporate.co
0005810000,3,48,CO01,47,0.01,8,0,Bronze,1,Centro-0este,fake_email@corporate.co
0005812437,9,53,L01,20,8025,6,0,Ouro,99,Leste,fake_email@corporate.co
0005814618,7,38,L01,25,9053.35,8,1,Ouro,0,Leste,fake_email@corporate.co
0005814901,13,60,,12,50,11,0,Prata,99,,fake_email@corporate.co
0005816521,8,60,N02,25,4000,1,0,Prata,0,Norte,fake_email@corporate.co
0005817293,7,60,CO01,51,960,5,0,Prata,0,Centro-0este,fake_email@corporate.co
0005822432,,63,N03,36,3000,3,0,Prata,1,Norte,fake_email@corporate.co
0005823013,9,78,L01,20,1000,12,0,Prata,1,Leste,fake_email@corporate.co
0005823323,8,66,,51,15000,13,0,Ouro,1,,fake_email@corporate.co
0005823536,9,68,L02,23,3000,8,0,Prata,1,Leste,fake_email@corporate.co
0005825687,5,52,N03,28,3000,9,0,Prata,1,Norte,fake_email@corporate.co
0005825822,12,46,L01,29,12000,8,0,Ouro,0,Leste,fake_email@corporate.co
0005826020,4,66,L01,14,1000,6,0,Prata,1,Leste,fake_email@corporate.co
0005826128,5,70,O,45,6053.35,7,0,Ouro,1,0este,fake_email@corporate.co
0005826454,,71,CO02,17,23121.23,3,1,Platino,1,Centro-0este,fake_email@corporate.co
0005826535,12,41,S02,40,50.01,8,0,Prata,0,Sul,fake_email@corporate.co
0005827914,5,58,CO01,49,6000,4,0,Ouro,0,Centro-0este,fake_email@corporate.co
0005828139,7,56,CO01,27,12106.7,7,0,Ouro,0,Centro-0este,fake_email@corporate.co
0005829747,11,44,L01,03,3000,8,0,Prata,0,Leste,fake_email@corporate.co
0005829852,9,31,L01,52,0.01,5,0,Bronze,0,Leste,fake_email@corporate.co
0005832268,9,75,O,45,4500,12,0,Prata,0,0este,fake_email@corporate.co
0005833175,,,L01,24,6000,5,0,Ouro,99,Leste,fake_email@corporate.co
0005833264,10,70,L02,24,9600,12,1,Ouro,1,Leste,fake_email@corporate.co
0005833787,10,77,N01,10,6000,5,0,Ouro,0,Norte,fake_email@corporate.co
0005833884,9,52,L02,37,6000,5,1,Ouro,1,Leste,fake_email@corporate.co
0005834031,8,62,L01,04,8864.21,19,0,Ouro,1,Leste,fake_email@corporate.co
0005834635,10,29,L01,44,0.01,5,1,Bronze,1,Leste,fake_email@corporate.co
0005835038,10,72,L01,44,6107.64,4,0,Ouro,99,Leste,fake_email@corporate.co
0005835321,13,55,CO01,12,0.01,4,1,Bronze,1,Centro-0este,fake_email@corporate.co
0005835577,10,64,L01,14,12000,8,0,Ouro,1,Leste,fake_email@corporate.co
0005835879,7,78,L02,04,500.01,8,0,Prata,1,Leste,fake_email@corporate.co
0005837170,11,59,CO04,06,6053.35,12,0,Ouro,1,Centro-0este,fake_email@corporate.co
0005837413,8,43,L02,12,0.01,5,0,Bronze,1,Leste,fake_email@corporate.co
0005859603,9,57,N01,25,1000,6,0,Prata,1,Norte,fake_email@corporate.co
0005859956,9,66,L01,12,3000,5,0,Prata,1,Leste,fake_email@corporate.co
0005861632,6,62,CO04,41,2500,1,0,Prata,1,Centro-0este,fake_email@corporate.co
0005876575,5,,L01,12,6000,9,0,Ouro,0,Leste,fake_email@corporate.co
0005877938,15,35,N03,52,0.01,4,1,Bronze,1,Norte,fake_email@corporate.co
0005886929,4,50,L01,10,480.01,8,0,Prata,99,Leste,fake_email@corporate.co
0005887127,7,77,CO04,37,3550,2,1,Prata,1,Centro-0este,fake_email@corporate.co
0005889006,11,66,L02,10,3000,2,0,Prata,1,Leste,fake_email@corporate.co
0005890012,12,57,L01,27,3026.67,6,0,Prata,0,Leste,fake_email@corporate.co
0005890403,5,47,L02,14,0.01,7,0,Bronze,99,Leste,fake_email@corporate.co
0005891213,8,50,CO04,38,0.01,5,0,Bronze,1,Centro-0este,fake_email@corporate.co
0005892120,10,64,L02,12,12247.7,7,0,Ouro,1,Leste,fake_email@corporate.co
0005892775,8,77,L02,06,2325,2,0,Prata,1,Leste,fake_email@corporate.co
0005893682,16,55,N03,52,0.01,8,1,Bronze,1,Norte,fake_email@corporate.co
0005893925,8,51,L01,14,5997.16,6,0,Ouro,1,Leste,fake_email@corporate.co
0005893992,8,64,N02,16,6053.35,16,0,Ouro,1,Norte,fake_email@corporate.co
0005894425,6,67,L01,03,420,8,0,Prata,1,Leste,fake_email@corporate.co
0005894700,10,55,S03,19,10000,2,0,Ouro,1,Sul,fake_email@corporate.co
0005896193,5,65,CO02,18,6000,2,0,Ouro,0,Centro-0este,fake_email@corporate.co
0005896525,,56,CO02,47,6053.35,6,0,Ouro,1,Centro-0este,fake_email@corporate.co
0005897947,9,74,L01,32,0.01,9,0,Bronze,0,Leste,fake_email@corporate.co
0005898722,10,78,S02,39,1000,15,1,Prata,0,Sul,fake_email@corporate.co
0005900379,10,,CO04,38,2400,1,0,Prata,1,Centro-0este,fake_email@corporate.co
0005901197,14,42,CO01,34,0.01,4,1,Bronze,0,Centro-0este,fake_email@corporate.co
0005902312,6,57,CO01,22,3000,3,0,Prata,1,Centro-0este,fake_email@corporate.co
0005903394,2,55,L01,28,1795.46,6,0,Prata,1,Leste,fake_email@corporate.co
0005905117,,48,CO02,37,0.01,5,1,Bronze,1,Centro-0este,fake_email@corporate.co
0005906296,6,75,L02,41,1000,16,0,Prata,1,Leste,fake_email@corporate.co
0005906725,16,37,CO04,47,0.01,5,0,Bronze,1,Centro-0este,fake_email@corporate.co
0005907071,8,34,CO01,34,0.01,4,0,Bronze,0,Centro-0este,fake_email@corporate.co
0005907314,10,40,CO02,44,500,8,0,Prata,1,Centro-0este,fake_email@corporate.co
0005909155,7,66,L01,38,1000.01,6,0,Prata,1,Leste,fake_email@corporate.co
0005909244,12,37,CO01,30,0.01,5,1,Bronze,1,Centro-0este,fake_email@corporate.co
0005910188,7,40,N03,37,0.01,5,0,Bronze,1,Norte,fake_email@corporate.co
0005910498,7,74,N02,12,4000,5,0,Prata,1,Norte,fake_email@corporate.co
0005911826,,48,N03,35,0.01,5,0,Bronze,1,Norte,fake_email@corporate.co
0005912474,8,70,L02,13,4170.73,12,0,Prata,1,Leste,fake_email@corporate.co
0005914906,6,60,N01,25,6580.42,12,1,Ouro,1,Norte,fake_email@corporate.co
0005915759,5,59,S02,01,0.01,2,0,Bronze,0,Sul,fake_email@corporate.co
0005916526,9,24,CO04,53,3000,2,1,Prata,1,Centro-0este,fake_email@corporate.co
0005916682,10,,L01,19,445,8,1,Prata,1,Leste,fake_email@corporate.co
0005917255,7,58,CO01,38,1000,2,0,Prata,1,Centro-0este,fake_email@corporate.co
0005918413,4,46,CO02,03,1785,9,0,Prata,1,Centro-0este,fake_email@corporate.co
0005919746,9,46,S02,01,600,8,1,Prata,1,Sul,fake_email@corporate.co
0005920078,,49,L01,33,0.01,9,0,Bronze,1,Leste,fake_email@corporate.co
0005920191,,74,,06,19215.21,1,0,Ouro,0,,fake_email@corporate.co
0005920299,8,55,CO04,35,0.01,5,0,Bronze,1,Centro-0este,fake_email@corporate.co
0005920442,6,,N03,23,50,2,0,Prata,1,Norte,fake_email@corporate.co
0005920760,9,67,L01,24,2000,23,0,Prata,1,Leste,fake_email@corporate.co
0005921422,7,60,N02,10,0.01,4,1,Bronze,1,Norte,fake_email@corporate.co
0005922526,6,76,L01,41,12053.35,6,0,Ouro,99,Leste,fake_email@corporate.co
0005923697,7,75,L02,44,12652.53,2,0,Ouro,1,Leste,fake_email@corporate.co
0005927390,,29,CO02,51,6107.64,4,0,Ouro,0,Centro-0este,fake_email@corporate.co
0005929563,5,72,L02,30,12158.67,8,0,Ouro,1,Leste,fake_email@corporate.co
0005929938,,42,L01,22,4200.01,11,0,Prata,0,Leste,fake_email@corporate.co
0005930944,13,44,CO02,15,0.01,5,0,Bronze,1,Centro-0este,fake_email@corporate.co
0005931274,7,49,N02,18,0.01,8,0,Bronze,99,Norte,fake_email@corporate.co
0005931509,8,53,CO02,49,6058.76,3,0,Ouro,0,Centro-0este,fake_email@corporate.co
0005932300,10,58,L01,27,9600,8,0,Ouro,1,Leste,fake_email@corporate.co
0005938120,13,61,L02,30,1500,7,1,Prata,1,Leste,fake_email@corporate.co
0005939062,12,,L01,04,5000,4,0,Prata,1,Leste,fake_email@corporate.co
0005945054,8,42,L02,52,0.01,4,0,Bronze,1,Leste,fake_email@corporate.co
0005945348,4,52,N03,53,12000,8,0,Ouro,1,Norte,fake_email@corporate.co
0005945674,5,30,L01,04,1000,4,1,Prata,0,Leste,fake_email@corporate.co
0005945852,19,46,L01,09,6000,2,1,Ouro,1,Leste,fake_email@corporate.co
0005946409,12,63,O,37,0.01,7,0,Bronze,1,0este,fake_email@corporate.co
0005949157,11,67,CO01,11,12000,2,0,Ouro,1,Centro-0este,fake_email@corporate.co
0005956528,10,32,CO01,50,6000,1,1,Ouro,0,Centro-0este,fake_email@corporate.co
0005956803,11,46,L02,22,1200,1,0,Prata,99,Leste,fake_email@corporate.co
0005959098,17,36,L01,34,0.01,6,1,Bronze,0,Leste,fake_email@corporate.co
0005966256,5,70,O,23,1000,5,0,Prata,1,0este,fake_email@corporate.co
0005967309,7,50,L02,,0.01,8,0,Bronze,1,Leste,fake_email@corporate.co
0005967546,1,,O,41,12000,2,0,Ouro,0,0este,fake_email@corporate.co
0005968321,11,28,CO04,44,0.01,4,1,Bronze,1,Centro-0este,fake_email@corporate.co
0005969808,16,39,L01,25,0.01,8,1,Bronze,1,Leste,fake_email@corporate.co
0005969956,13,67,CO01,39,960,4,0,Prata,1,Centro-0este,fake_email@corporate.co
0005970202,7,45,L02,37,0.01,7,0,Bronze,1,Leste,fake_email@corporate.co
0005971411,8,64,L01,48,17794.81,5,0,Ouro,0,Leste,fake_email@corporate.co
0005976235,,64,CO01,52,5000,2,1,Prata,0,Centro-0este,fake_email@corporate.co
0005976766,8,62,CO02,50,6000,3,0,Ouro,99,Centro-0este,fake_email@corporate.co
0005986877,4,69,S02,31,12000,4,1,Ouro,1,Sul,fake_email@corporate.co
0005988446,4,48,L01,44,20000,6,0,Ouro,1,Leste,fake_email@corporate.co
0005988799,8,73,CO02,33,290.85,15,0,Prata,0,Centro-0este,fake_email@corporate.co
0005989132,4,40,L01,12,0.01,4,0,Bronze,1,Leste,fake_email@corporate.co
0005989574,6,65,L01,10,18440.6,17,0,Ouro,1,Leste,fake_email@corporate.co
0005989884,5,53,CO04,35,6000,4,0,Ouro,1,Centro-0este,fake_email@corporate.co
0005992729,5,,N01,37,0.01,8,1,Bronze,0,Norte,fake_email@corporate.co
0005999235,12,41,CO02,37,0.01,9,1,Bronze,1,Centro-0este,fake_email@corporate.co
0005999715,8,36,N02,38,2750,5,0,Prata,99,Norte,fake_email@corporate.co
0006001076,7,62,L01,24,3600,5,0,Prata,0,Leste,fake_email@corporate.co
0006004288,5,,L02,13,6000,2,1,Ouro,1,Leste,fake_email@corporate.co
0006004725,11,63,L01,19,4000,1,0,Prata,0,Leste,fake_email@corporate.co
0006008089,9,72,CO03,,7000,9,0,Ouro,99,Centro-0este,fake_email@corporate.co
0006011799,4,75,L01,03,0.01,8,0,Bronze,1,Leste,fake_email@corporate.co
0006012175,4,45,N02,47,0.03,9,0,Prata,1,Norte,fake_email@corporate.co
0006018815,10,43,,47,1000,4,1,Prata,0,,fake_email@corporate.co
0006020275,3,55,O,51,6000,2,0,Ouro,1,0este,fake_email@corporate.co
0006021549,3,49,N02,52,0.01,4,0,Bronze,0,Norte,fake_email@corporate.co
0006026494,7,72,L02,30,29741.46,4,0,Platino,0,Leste,fake_email@corporate.co
0006026699,8,73,CO04,06,1000,5,0,Prata,1,Centro-0este,fake_email@corporate.co
0006029337,7,,CO02,52,2000,4,0,Prata,1,Centro-0este,fake_email@corporate.co
0006032230,10,53,L01,04,2200,8,0,Prata,0,Leste,fake_email@corporate.co
0006041922,9,41,N02,32,1000,5,0,Prata,1,Norte,fake_email@corporate.co
0006042503,10,75,L02,16,0.01,9,0,Bronze,0,Leste,fake_email@corporate.co
0006046819,11,61,L01,40,12000,8,0,Ouro,1,Leste,fake_email@corporate.co
0006048862,,66,N02,08,2400,8,0,Prata,0,Norte,fake_email@corporate.co
0006050018,12,66,CO02,16,1000,5,0,Prata,1,Centro-0este,fake_email@corporate.co
0006082513,,66,L01,28,0.02,8,0,Prata,0,Leste,fake_email@corporate.co
0006084923,5,64,L02,27,10000,1,0,Ouro,1,Leste,fake_email@corporate.co
0006085768,6,75,L02,08,6000,4,0,Ouro,0,Leste,fake_email@corporate.co
0006091415,8,39,L01,21,100,7,0,Prata,1,Leste,fake_email@corporate.co
0006094708,11,59,CO02,05,0.01,4,0,Bronze,1,Centro-0este,fake_email@corporate.co
0006098312,8,73,CO01,23,5500,30,0,Ouro,0,Centro-0este,fake_email@corporate.co
0006107567,19,34,S02,16,0.01,4,1,Bronze,1,Sul,fake_email@corporate.co
0006109551,12,46,CO02,25,0.01,5,0,Bronze,0,Centro-0este,fake_email@corporate.co
0006109713,4,30,L01,48,0.01,5,0,Bronze,1,Leste,fake_email@corporate.co
0006114245,7,66,S03,49,3000,15,0,Prata,1,Sul,fake_email@corporate.co
0006114776,6,52,N02,04,1400,4,0,Prata,1,Norte,fake_email@corporate.co
0006124518,9,69,CO04,02,0.01,8,0,Bronze,1,Centro-0este,fake_email@corporate.co
0006134580,13,50,L02,14,3000,14,0,Prata,0,Leste,fake_email@corporate.co
0006149391,9,68,L01,25,4000,11,0,Prata,1,Leste,fake_email@corporate.co
0006161839,4,42,L01,29,0.01,8,0,Bronze,1,Leste,fake_email@corporate.co
0006170099,8,67,CO01,06,2800,8,0,Prata,1,Centro-0este,fake_email@corporate.co
0006174728,9,65,L02,44,0.01,5,0,Bronze,1,Leste,fake_email@corporate.co
0006178057,9,29,L02,19,0.01,5,0,Bronze,0,Leste,fake_email@corporate.co
0006178731,8,70,L01,18,20517.9,3,1,Platino,1,Leste,fake_email@corporate.co
0006183301,,45,CO04,10,100,9,0,Prata,1,Centro-0este,fake_email@corporate.co
0006185517,3,51,N01,08,0.01,8,0,Bronze,1,Norte,fake_email@corporate.co
0006185797,6,33,N03,52,100,1,0,Prata,0,Norte,fake_email@corporate.co
0006188230,11,41,L01,20,420,5,1,Prata,1,Leste,fake_email@corporate.co
0006194826,11,56,L02,46,6000,5,0,Ouro,1,Leste,fake_email@corporate.co
0006199062,4,50,N03,53,6000,,0,Ouro,1,Norte,fake_email@corporate.co
0006201385,12,73,N02,52,3141.37,6,0,Prata,1,Norte,fake_email@corporate.co
0006203361,8,36,L01,21,0.01,8,0,Bronze,1,Leste,fake_email@corporate.co
0006206530,9,50,,41,6000,1,0,Ouro,1,,fake_email@corporate.co
0006207642,8,40,N01,10,5000,5,0,Prata,99,Norte,fake_email@corporate.co
0006208967,9,62,L02,20,500,12,0,Prata,1,Leste,fake_email@corporate.co
0006209955,7,52,L01,18,180,8,0,Prata,1,Leste,fake_email@corporate.co
0006210597,14,33,L01,21,0.01,5,1,Bronze,1,Leste,fake_email@corporate.co
0006211941,8,28,L01,52,100,7,0,Prata,0,Leste,fake_email@corporate.co
0006212158,5,51,L01,22,0.01,5,0,Bronze,1,Leste,fake_email@corporate.co
0006214770,10,51,O,47,0.01,8,0,Bronze,0,0este,fake_email@corporate.co
0006216153,9,68,N02,12,5000,5,0,Prata,1,Norte,fake_email@corporate.co
0006216633,5,77,L01,41,3000,23,0,Prata,0,Leste,fake_email@corporate.co
0006218792,11,76,O,03,47096.27,12,0,Platino,1,0este,fake_email@corporate.co
0006220509,11,61,L01,41,0.01,8,0,Bronze,99,Leste,fake_email@corporate.co
0006220738,9,67,L02,19,6000,2,0,Ouro,1,Leste,fake_email@corporate.co
0006221475,5,43,N02,53,0.01,5,1,Bronze,1,Norte,fake_email@corporate.co
0006223141,10,38,L01,48,0.01,4,1,Bronze,1,Leste,fake_email@corporate.co
0006225136,13,74,S02,51,7500,5,1,Ouro,0,Sul,fake_email@corporate.co
0006227694,13,44,L01,21,0.01,5,1,Bronze,0,Leste,fake_email@corporate.co
0006228372,7,46,CO02,32,0.01,5,0,Bronze,0,Centro-0este,fake_email@corporate.co
0006228690,9,66,,06,6000,2,0,Ouro,1,,fake_email@corporate.co
0006229115,,60,L01,48,0.01,8,0,Bronze,99,Leste,fake_email@corporate.co
0006229492,7,55,N02,53,3000,5,0,Prata,1,Norte,fake_email@corporate.co
0006229603,12,53,S02,32,3000,5,1,Prata,1,Sul,fake_email@corporate.co
0006230504,10,49,L01,01,0.01,7,1,Bronze,1,Leste,fake_email@corporate.co
0006230636,8,46,N02,22,50,10,1,Prata,0,Norte,fake_email@corporate.co
0006230954,17,67,O,49,0.01,5,0,Bronze,1,0este,fake_email@corporate.co
0006231071,10,37,CO01,47,0.01,8,0,Bronze,1,Centro-0este,fake_email@corporate.co
0006234100,11,42,L01,10,1800,1,1,Prata,1,Leste,fake_email@corporate.co
0006234860,14,27,CO04,24,1000,4,0,Prata,0,Centro-0este,fake_email@corporate.co
0006235069,11,50,S01,27,18000,4,0,Ouro,1,Sul,fake_email@corporate.co
0006235298,4,61,N02,32,1500,8,0,Prata,1,Norte,fake_email@corporate.co
0006235735,9,56,L01,03,3000,8,0,Prata,1,Leste,fake_email@corporate.co
0006239056,14,54,N03,53,0.01,4,0,Bronze,1,Norte,fake_email@corporate.co
0006239439,5,43,CO01,16,6000,1,0,Ouro,0,Centro-0este,fake_email@corporate.co
0006240569,11,52,CO02,17,0.01,5,0,Bronze,1,Centro-0este,fake_email@corporate.co
0006240968,16,42,L01,25,8800,8,1,Ouro,1,Leste,fake_email@corporate.co
0006245129,10,54,N02,25,0.01,9,0,Bronze,0,Norte,fake_email@corporate.co
0006245471,7,60,CO01,14,5000,5,0,Prata,1,Centro-0este,fake_email@corporate.co
0006246109,9,50,CO04,19,50,10,0,Prata,1,Centro-0este,fake_email@corporate.co
0006246508,4,40,S03,23,17000,3,0,Ouro,1,Sul,fake_email@corporate.co
0006258417,10,49,L01,41,0.01,8,0,Bronze,1,Leste,fake_email@corporate.co
0006258581,6,54,CO02,08,0.01,4,0,Bronze,1,Centro-0este,fake_email@corporate.co
0006259529,10,73,L01,10,6000,1,0,Ouro,1,Leste,fake_email@corporate.co
0006260586,12,47,CO02,33,0.01,4,0,Bronze,1,Centro-0este,fake_email@corporate.co
0006261140,11,36,CO04,41,260,1,1,Prata,1,Centro-0este,fake_email@corporate.co
0006264476,8,57,L02,24,6000,2,0,Ouro,99,Leste,fake_email@corporate.co
0006265073,8,47,CO04,19,3000,6,0,Prata,0,Centro-0este,fake_email@corporate.co
0006265545,10,42,L01,04,6000,1,0,Ouro,0,Leste,fake_email@corporate.co
0006266266,8,49,CO02,32,1000.01,5,0,Prata,0,Centro-0este,fake_email@corporate.co
0006266363,12,75,L01,14,20371.85,3,0,Platino,99,Leste,fake_email@corporate.co
0006266975,18,52,L02,04,0.02,8,1,Prata,1,Leste,fake_email@corporate.co
0006267106,7,68,CO04,04,3000,3,0,Prata,1,Centro-0este,fake_email@corporate.co
0006269893,10,64,CO02,14,5000,5,0,Prata,1,Centro-0este,fake_email@corporate.co
0006271308,6,64,L01,12,6107.64,5,0,Ouro,1,Leste,fake_email@corporate.co
0006271812,6,37,L02,48,0.01,4,1,Bronze,1,Leste,fake_email@corporate.co
0006273947,10,57,CO02,41,2000,8,0,Prata,1,Centro-0este,fake_email@corporate.co
0006276563,10,60,CO02,18,6000,1,0,Ouro,1,Centro-0este,fake_email@corporate.co
0006283985,15,58,CO02,02,6060.11,29,0,Ouro,1,Centro-0este,fake_email@corporate.co
0006284418,,39,CO04,53,0.01,8,1,Bronze,1,Centro-0este,fake_email@corporate.co
0006290124,8,37,CO02,19,6000,5,0,Ouro,1,Centro-0este,fake_email@corporate.co
0006291058,9,46,N02,23,4200,3,0,Prata,1,Norte,fake_email@corporate.co
0006291538,11,23,CO02,51,700,2,1,Prata,1,Centro-0este,fake_email@corporate.co
0006291988,10,60,CO02,37,300,11,0,Prata,0,Centro-0este,fake_email@corporate.co
0006292313,5,47,S03,15,2000,4,0,Prata,1,Sul,fake_email@corporate.co
0006292437,8,44,CO01,16,0.01,5,1,Bronze,1,Centro-0este,fake_email@corporate.co
0006293042,10,60,L02,33,7080.39,13,0,Ouro,1,Leste,fake_email@corporate.co
0006293867,7,45,CO02,51,0.01,,0,Bronze,0,Centro-0este,fake_email@corporate.co
0006294146,8,70,N03,35,6000,8,0,Ouro,99,Norte,fake_email@corporate.co
0006294499,7,62,CO04,08,0.01,4,0,Bronze,1,Centro-0este,fake_email@corporate.co
0006302572,7,56,N02,18,1000,7,0,Prata,99,Norte,fake_email@corporate.co
0006306128,5,50,L02,50,0.01,7,0,Bronze,0,Leste,fake_email@corporate.co
0006306810,,35,L01,28,0.01,7,1,Bronze,1,Leste,fake_email@corporate.co
0006307299,7,54,S01,16,1000,4,0,Prata,0,Sul,fake_email@corporate.co
0006308937,9,37,CO02,24,6000,3,1,Ouro,1,Centro-0este,fake_email@corporate.co
0006313558,10,42,L02,06,0.02,5,1,Prata,1,Leste,fake_email@corporate.co
0006313779,7,71,N02,10,42183.67,22,0,Platino,1,Norte,fake_email@corporate.co
0006326269,12,49,S02,10,100,4,0,Prata,1,Sul,fake_email@corporate.co
0006327540,9,33,CO04,16,0.01,9,0,Bronze,1,Centro-0este,fake_email@corporate.co
0006361641,,43,S03,18,0.02,5,0,Prata,0,Sul,fake_email@corporate.co
0006367461,7,49,L01,10,1000,5,0,Prata,1,Leste,fake_email@corporate.co
0006368905,13,60,CO02,33,6000,11,1,Ouro,0,Centro-0este,fake_email@corporate.co
0006369812,9,57,N02,14,15000,3,0,Ouro,0,Norte,fake_email@corporate.co
0006370845,8,47,CO04,05,6000,1,0,Ouro,1,Centro-0este,fake_email@corporate.co
0006373151,14,53,L01,24,0.01,4,0,Bronze,1,Leste,fake_email@corporate.co
0006383203,5,62,CO01,51,6000,4,0,Ouro,1,Centro-0este,fake_email@corporate.co
0006383599,8,51,L01,51,0.01,4,0,Bronze,1,Leste,fake_email@corporate.co
0006383742,12,67,CO02,45,1000,1,0,Prata,0,Centro-0este,fake_email@corporate.co
0006386121,4,77,O,46,5000,2,0,Prata,0,0este,fake_email@corporate.co
0006387071,6,,CO02,51,200,1,0,Prata,1,Centro-0este,fake_email@corporate.co
0006390390,12,50,CO02,28,600,4,1,Prata,0,Centro-0este,fake_email@corporate.co
0006392822,6,62,CO01,30,5000,4,0,Prata,1,Centro-0este,fake_email@corporate.co
0006396070,10,49,CO04,19,1009,6,0,Prata,0,Centro-0este,fake_email@corporate.co
0006396348,13,77,CO04,51,1716.67,7,1,Prata,0,Centro-0este,fake_email@corporate.co
0006397905,6,50,N02,53,6000,1,0,Ouro,1,Norte,fake_email@corporate.co
0006426166,7,33,CO04,52,11195,4,0,Ouro,1,Centro-0este,fake_email@corporate.co
0006429653,11,66,L01,04,6053.35,6,1,Ouro,1,Leste,fake_email@corporate.co
0006430031,6,72,N01,05,300,10,0,Prata,0,Norte,fake_email@corporate.co
0006432042,7,74,N02,52,1000,9,0,Prata,1,Norte,fake_email@corporate.co
0006433413,16,56,N02,47,6000,2,1,Ouro,1,Norte,fake_email@corporate.co
0006437966,10,78,CO01,16,6105.32,9,0,Ouro,0,Centro-0este,fake_email@corporate.co
0006438644,7,60,CO01,48,3000,3,0,Prata,1,Centro-0este,fake_email@corporate.co
0006443214,8,66,CO01,19,51000,9,0,Platino,1,Centro-0este,fake_email@corporate.co
0006448119,9,50,,45,2000,5,0,Prata,1,,fake_email@corporate.co
0006450598,,,CO01,50,0.01,4,0,Bronze,1,Centro-0este,fake_email@corporate.co
0006452647,6,31,L01,51,0.01,7,1,Bronze,1,Leste,fake_email@corporate.co
0006454038,6,44,L01,21,5000,1,0,Prata,1,Leste,fake_email@corporate.co
0006454836,10,54,CO01,05,6000,2,0,Ouro,99,Centro-0este,fake_email@corporate.co
0006457150,,60,L01,31,0.01,8,0,Bronze,99,Leste,fake_email@corporate.co
0006457320,9,51,L02,31,0.01,5,0,Bronze,1,Leste,fake_email@corporate.co
0006458548,7,52,CO02,18,10000,3,0,Ouro,1,Centro-0este,fake_email@corporate.co
0006460186,10,60,L02,06,6025,3,0,Ouro,0,Leste,fake_email@corporate.co
0006461867,14,28,CO04,19,0.01,7,1,Bronze,1,Centro-0este,fake_email@corporate.co
0006466281,10,50,N02,19,21000,4,0,Platino,0,Norte,fake_email@corporate.co
0006469116,9,59,L01,51,5200,16,0,Ouro,1,Leste,fake_email@corporate.co
0006472419,5,49,CO01,16,0.01,4,0,Bronze,1,Centro-0este,fake_email@corporate.co
0006477747,8,40,CO02,50,0.01,5,0,Bronze,1,Centro-0este,fake_email@corporate.co
0006480322,12,51,N03,19,1000.01,5,0,Prata,0,Norte,fake_email@corporate.co
0006481787,8,,CO01,41,0.01,5,0,Bronze,99,Centro-0este,fake_email@corporate.co
0006486401,12,54,S02,10,500,8,1,Prata,0,Sul,fake_email@corporate.co
0006489168,8,35,L01,16,6000,2,0,Ouro,99,Leste,fake_email@corporate.co
0006492533,6,48,L02,45,0.01,6,1,Bronze,1,Leste,fake_email@corporate.co
0006493602,10,72,L02,19,3000,7,0,Prata,0,Leste,fake_email@corporate.co
0006497845,8,61,N02,32,20000,6,0,Ouro,0,Norte,fake_email@corporate.co
0006499589,16,55,O,30,0.01,6,1,Bronze,1,0este,fake_email@corporate.co
0006500331,,46,L01,51,0.01,5,0,Bronze,1,Leste,fake_email@corporate.co
0006502415,6,,L02,30,2000,2,0,Prata,1,Leste,fake_email@corporate.co
0006502539,12,64,L01,03,70000,4,0,Platino,1,Leste,fake_email@corporate.co
0006503764,7,66,N03,52,4600,6,0,Prata,0,Norte,fake_email@corporate.co
0006505368,2,41,CO02,34,0.01,8,0,Bronze,1,Centro-0este,fake_email@corporate.co
0006507360,4,51,L01,55,600,5,0,Prata,0,Leste,fake_email@corporate.co
0006507573,9,79,N03,35,200,8,0,Prata,1,Norte,fake_email@corporate.co
0006508375,12,40,L01,,0.01,9,0,Bronze,1,Leste,fake_email@corporate.co
0006509541,12,78,N02,02,1500,20,0,Prata,0,Norte,fake_email@corporate.co
0006510396,10,53,L01,52,6053.35,7,0,Ouro,1,Leste,fake_email@corporate.co
0006511627,4,32,CO04,27,0.01,4,1,Bronze,1,Centro-0este,fake_email@corporate.co
0006511945,8,66,CO02,04,12105.32,7,0,Ouro,0,Centro-0este,fake_email@corporate.co
0006513697,13,61,S02,52,0.01,5,1,Bronze,1,Sul,fake_email@corporate.co
0006514545,4,33,L01,,420,6,1,Prata,1,Leste,fake_email@corporate.co
0006514731,10,46,CO02,43,2000,7,1,Prata,0,Centro-0este,fake_email@corporate.co
0006516092,7,56,N01,51,0.01,8,0,Bronze,0,Norte,fake_email@corporate.co
0006516521,16,76,CO02,38,6000,2,1,Ouro,1,Centro-0este,fake_email@corporate.co
0006517803,10,60,L01,14,3052.56,16,0,Prata,0,Leste,fake_email@corporate.co
0006517978,16,33,L01,53,1000,4,1,Prata,1,Leste,fake_email@corporate.co
0006518125,16,37,L01,08,0.01,8,1,Bronze,1,Leste,fake_email@corporate.co
0006518370,3,,L01,51,0.01,5,0,Bronze,1,Leste,fake_email@corporate.co
