ID,Engaj,Idade,Regiao_int,Tipo_Cliente,Total_gasto,Tempo_relacionamento,Campanha,Status,email,Sexo,Regiao
9608915,8,55,N01,15,2000,6,0,Prata,fake_email@corporate.co,F,Norte
9609903,7,66,O,19,20000,4,0,Ouro,fake_email@corporate.co,M,Oeste
9609989,7,69,CO01,16,13025,4,0,Ouro,fake_email@corporate.co,F,Centro-Oeste
9610847,9,50,L02,19,25000,13,0,Platino,fake_email@corporate.co,F,Leste
9614613,8,51,O,27,0.01,5,0,Bronze,fake_email@corporate.co,M,Oeste
9615083,12,52,L01,12,4000,5,0,Prata,fake_email@corporate.co,F,Leste
9617078,6,31,N03,22,0.01,5,0,Bronze,fake_email@corporate.co,M,Norte
9618562,9,,CO01,50,0.01,5,1,Bronze,fake_email@corporate.co,F,Centro-Oeste
9621091,5,44,L02,4,0.01,8,0,Bronze,fake_email@corporate.co,F,Leste
9624422,8,52,L01,52,0.01,8,1,Bronze,fake_email@corporate.co,F,Leste
9624562,6,64,CO02,22,12315,29,0,Ouro,fake_email@corporate.co,F,Centro-Oeste
9626786,8,54,L01,28,300.01,9,1,Prata,fake_email@corporate.co,F,Leste
9627375,7,59,CO01,6,0.01,5,0,Bronze,fake_email@corporate.co,F,Centro-Oeste
9627812,,,N02,52,3000,2,1,Prata,fake_email@corporate.co,F,Norte
9628126,17,55,N02,10,3000,2,1,Prata,fake_email@corporate.co,M,Norte
9629335,10,68,CO02,49,1250,13,0,Prata,fake_email@corporate.co,F,Centro-Oeste
9629963,11,29,S03,43,0.01,5,1,Bronze,fake_email@corporate.co,F,Sul
9630546,6,73,L01,32,3026.68,7,0,Prata,fake_email@corporate.co,F,Leste
9631445,23,33,,32,6000,1,1,Ouro,fake_email@corporate.co,F,
9632247,6,59,N02,8,3000,3,0,Prata,fake_email@corporate.co,F,Norte
9634630,10,58,CO02,8,6000,1,1,Ouro,fake_email@corporate.co,F,Centro-Oeste
9634770,,72,N03,44,0.01,10,0,Bronze,fake_email@corporate.co,M,Norte
9636129,14,58,CO02,37,0.01,4,1,Bronze,fake_email@corporate.co,F,Centro-Oeste
9636773,9,78,L01,21,18000,12,0,Ouro,fake_email@corporate.co,F,Leste
9637419,11,52,L01,31,6000,15,0,Ouro,fake_email@corporate.co,M,Leste
9638083,5,33,L02,5,0.01,4,1,Bronze,fake_email@corporate.co,F,Leste
9639713,6,27,S02,42,840,6,0,Prata,fake_email@corporate.co,U,Sul
9639810,,42,CO02,28,0.02,5,0,Prata,fake_email@corporate.co,M,Centro-Oeste
9640002,6,68,O,44,0.02,9,1,Prata,fake_email@corporate.co,F,Oeste
9640363,5,66,CO02,3,6000,2,1,Ouro,fake_email@corporate.co,F,Centro-Oeste
9641688,6,49,,38,0.01,5,0,Bronze,fake_email@corporate.co,M,
9643095,10,60,N03,8,1000,5,0,Prata,fake_email@corporate.co,F,Norte
9644369,9,49,L01,3,2000,9,0,Prata,fake_email@corporate.co,F,Leste
9645012,4,45,L01,3,0.01,8,0,Bronze,fake_email@corporate.co,F,Leste
9646531,8,54,L02,52,0.01,5,0,Bronze,fake_email@corporate.co,F,Leste
9646655,3,45,,52,0.01,5,0,Bronze,fake_email@corporate.co,F,
9646825,9,51,CO02,44,6000,1,0,Ouro,fake_email@corporate.co,F,Centro-Oeste
9648127,9,45,L02,19,50,2,0,Prata,fake_email@corporate.co,F,Leste
9649115,4,41,N03,51,0.01,5,0,Bronze,fake_email@corporate.co,M,Norte
9650024,5,75,N01,27,1100,4,0,Prata,fake_email@corporate.co,F,Norte
9651144,9,47,L01,51,0.01,8,0,Bronze,fake_email@corporate.co,M,Leste
9651357,9,60,L02,52,1560.22,8,0,Prata,fake_email@corporate.co,F,Leste
9651845,7,,CO01,17,6053.35,7,0,Ouro,fake_email@corporate.co,M,Centro-Oeste
9653716,12,54,S03,10,20000,6,0,Ouro,fake_email@corporate.co,M,Sul
9656774,16,57,CO01,22,1000,4,0,Prata,fake_email@corporate.co,M,Centro-Oeste
9658718,7,62,CO02,38,25457.45,7,0,Platino,fake_email@corporate.co,F,Centro-Oeste
9658831,7,74,CO02,52,5000,2,0,Prata,fake_email@corporate.co,U,Centro-Oeste
9661352,6,52,L01,37,12000,8,0,Ouro,fake_email@corporate.co,F,Leste
9662448,4,54,L01,29,0.01,4,0,Bronze,fake_email@corporate.co,F,Leste
9663215,10,54,N03,52,0.01,8,0,Bronze,fake_email@corporate.co,M,Norte
9664378,8,31,N02,52,116.85,10,0,Prata,fake_email@corporate.co,F,Norte
9664564,8,53,L02,23,0.01,8,0,Bronze,fake_email@corporate.co,F,Leste
9665595,10,64,CO04,49,3000,7,0,Prata,fake_email@corporate.co,F,Centro-Oeste
9665889,6,50,CO02,12,34895.94,9,0,Platino,fake_email@corporate.co,F,Centro-Oeste
9668039,8,48,CO01,49,0.01,8,0,Bronze,fake_email@corporate.co,U,Centro-Oeste
9668721,11,68,L01,24,21053.35,29,0,Platino,fake_email@corporate.co,F,Leste
9670904,,57,L01,44,500,8,0,Prata,fake_email@corporate.co,F,Leste
9671625,3,40,L01,22,1000,1,0,Prata,fake_email@corporate.co,F,Leste
9672176,14,36,CO01,50,0.01,11,1,Bronze,fake_email@corporate.co,M,Centro-Oeste
9672710,5,77,L01,4,11999,6,0,Ouro,fake_email@corporate.co,F,Leste
9673202,7,73,L02,33,7535.1,8,0,Ouro,fake_email@corporate.co,F,Leste
9673687,11,43,O,45,23042.91,8,1,Platino,fake_email@corporate.co,F,Oeste
9673865,9,72,N03,37,1680,11,0,Prata,fake_email@corporate.co,F,Norte
9674039,7,71,L01,3,65703.3,12,0,Platino,fake_email@corporate.co,F,Leste
9674454,12,51,L01,22,0.01,6,0,Bronze,fake_email@corporate.co,M,Leste
9674837,8,49,CO01,41,0.01,7,0,Bronze,fake_email@corporate.co,F,Centro-Oeste
9675507,8,76,CO01,52,0.01,8,0,Bronze,fake_email@corporate.co,M,Centro-Oeste
9675795,9,33,CO02,15,12000,2,1,Ouro,fake_email@corporate.co,F,Centro-Oeste
9677828,6,55,L01,4,6000,5,0,Ouro,fake_email@corporate.co,F,Leste
9678956,6,71,CO02,38,0.01,8,0,Bronze,fake_email@corporate.co,F,Centro-Oeste
9679448,8,71,L01,51,3000,3,0,Prata,fake_email@corporate.co,U,Leste
9680071,12,45,N02,52,6000,4,0,Ouro,fake_email@corporate.co,F,Norte
9680500,7,42,S01,35,6000,3,0,Ouro,fake_email@corporate.co,F,Sul
9681035,9,64,L02,9,9000.01,8,0,Ouro,fake_email@corporate.co,F,Leste
9681744,5,51,L02,24,0.01,8,0,Bronze,fake_email@corporate.co,M,Leste
9683135,15,55,L02,16,6000,2,1,Ouro,fake_email@corporate.co,F,Leste
9683585,9,44,CO02,22,60,11,0,Prata,fake_email@corporate.co,F,Centro-Oeste
9684212,5,65,O,15,3000,7,0,Prata,fake_email@corporate.co,M,Oeste
9685383,10,75,L01,2,0.01,9,0,Bronze,fake_email@corporate.co,F,Leste
9685847,8,78,CO04,20,6025,3,0,Ouro,fake_email@corporate.co,F,Centro-Oeste
9686223,7,53,N03,42,1700,9,0,Prata,fake_email@corporate.co,M,Norte
9686541,10,65,N01,15,6000,1,1,Ouro,fake_email@corporate.co,F,Norte
9686843,8,61,L01,40,6053.35,5,0,Ouro,fake_email@corporate.co,F,Leste
9688285,12,61,CO01,28,10000,4,0,Ouro,fake_email@corporate.co,F,Centro-Oeste
9689710,7,50,L02,6,6000,5,1,Ouro,fake_email@corporate.co,F,Leste
9689834,4,55,L01,4,6000,1,0,Ouro,fake_email@corporate.co,F,Leste
9690409,11,59,L01,19,6053.35,,0,Ouro,fake_email@corporate.co,F,Leste
9690735,,43,CO02,8,0.01,8,1,Bronze,fake_email@corporate.co,F,Centro-Oeste
9690972,6,50,N02,,0.01,5,0,Bronze,fake_email@corporate.co,M,Norte
9691650,16,60,CO01,27,5000,1,1,Prata,fake_email@corporate.co,F,Centro-Oeste
9694153,10,,L02,14,5000,6,0,Prata,fake_email@corporate.co,U,Leste
9704353,8,41,L01,22,0.01,8,0,Bronze,fake_email@corporate.co,F,Leste
9705260,,35,O,23,0.01,9,1,Bronze,fake_email@corporate.co,F,Oeste
9705759,11,37,CO04,44,1000,8,1,Prata,fake_email@corporate.co,F,Centro-Oeste
9708405,10,69,L02,5,6053.35,7,0,Ouro,fake_email@corporate.co,F,Leste
9710035,7,69,L02,44,6053.35,7,0,Ouro,fake_email@corporate.co,F,Leste
9710302,10,57,L01,32,10000,2,1,Ouro,fake_email@corporate.co,F,Leste
9710906,,71,N03,47,600.01,8,1,Prata,fake_email@corporate.co,F,Norte
9711163,6,33,S02,52,0.01,4,0,Bronze,fake_email@corporate.co,F,Sul
9711538,6,67,CO01,52,1000,8,0,Prata,fake_email@corporate.co,F,Centro-Oeste
9712852,2,69,CO04,22,6000,2,0,Ouro,fake_email@corporate.co,F,Centro-Oeste
9713123,9,37,L02,51,3500,2,1,Prata,fake_email@corporate.co,M,Leste
9713239,,55,L01,20,1000,6,0,Prata,fake_email@corporate.co,F,Leste
9713433,5,71,L01,52,12000,2,0,Ouro,fake_email@corporate.co,F,Leste
9713700,12,57,N02,35,3200,13,0,Prata,fake_email@corporate.co,F,Norte
9714545,7,59,L02,38,5281.51,19,0,Ouro,fake_email@corporate.co,M,Leste
9715061,10,,CO04,52,17500,4,0,Ouro,fake_email@corporate.co,M,Centro-Oeste
9716440,5,47,N02,51,0.01,8,0,Bronze,fake_email@corporate.co,M,Norte
9716750,9,69,CO02,8,11400,8,0,Ouro,fake_email@corporate.co,F,Centro-Oeste
9717153,9,72,CO03,,3200,18,0,Prata,fake_email@corporate.co,F,Centro-Oeste
9718656,8,63,N02,37,6697.91,2,0,Ouro,fake_email@corporate.co,F,Norte
9718753,4,69,S01,46,6000,1,0,Ouro,fake_email@corporate.co,F,Sul
9719105,8,56,CO02,39,2000,6,0,Prata,fake_email@corporate.co,F,Centro-Oeste
9720006,14,34,CO02,27,0.01,8,1,Bronze,fake_email@corporate.co,F,Centro-Oeste
9720235,10,53,CO02,51,1000,2,0,Prata,fake_email@corporate.co,F,Centro-Oeste
9720693,10,52,N03,4,0.01,9,0,Bronze,fake_email@corporate.co,F,Norte
9721517,7,55,O,2,3000,4,0,Prata,fake_email@corporate.co,F,Oeste
9721886,4,36,L01,4,0.01,9,1,Bronze,fake_email@corporate.co,F,Leste
9722661,20,52,,16,2000,1,1,Prata,fake_email@corporate.co,F,
9723986,14,25,L01,4,1500,5,1,Prata,fake_email@corporate.co,F,Leste
9724044,14,76,CO04,10,12000,11,1,Ouro,fake_email@corporate.co,F,Centro-Oeste
9725873,10,,L01,26,0.01,7,0,Bronze,fake_email@corporate.co,M,Leste
9726004,5,71,L01,19,8250,8,0,Ouro,fake_email@corporate.co,F,Leste
9726403,15,58,L01,48,6000,6,1,Ouro,fake_email@corporate.co,F,Leste
9727957,10,74,L02,51,5000,5,0,Prata,fake_email@corporate.co,F,Leste
9728813,8,53,L01,10,0.01,5,0,Bronze,fake_email@corporate.co,F,Leste
9730915,6,69,CO02,8,3000,13,0,Prata,fake_email@corporate.co,M,Centro-Oeste
9731547,7,,CO02,4,0.01,9,1,Bronze,fake_email@corporate.co,F,Centro-Oeste
9732314,4,65,L01,44,250,19,0,Prata,fake_email@corporate.co,U,Leste
9732462,8,71,CO04,19,1500,4,0,Prata,fake_email@corporate.co,F,Centro-Oeste
9732683,5,46,L01,26,36194.13,9,0,Platino,fake_email@corporate.co,M,Leste
9734589,11,39,L01,25,5000,1,1,Prata,fake_email@corporate.co,F,Leste
9735127,9,75,L01,4,3000,9,0,Prata,fake_email@corporate.co,F,Leste
9736190,4,56,CO04,33,1000,12,0,Prata,fake_email@corporate.co,F,Centro-Oeste
9737499,15,34,L01,41,5000,10,1,Prata,fake_email@corporate.co,F,Leste
9738266,11,31,L01,52,12000,2,1,Ouro,fake_email@corporate.co,M,Leste
9739874,7,67,L01,9,12000,13,0,Ouro,fake_email@corporate.co,M,Leste
9740724,8,66,CO04,52,12884.25,8,0,Ouro,fake_email@corporate.co,F,Centro-Oeste
9742921,14,37,L02,20,0.01,4,1,Bronze,fake_email@corporate.co,F,Leste
9744916,5,59,L01,38,7500,4,0,Ouro,fake_email@corporate.co,F,Leste
9745211,8,61,L01,1,14000,18,0,Ouro,fake_email@corporate.co,F,Leste
9746544,9,54,L02,41,0.01,5,0,Bronze,fake_email@corporate.co,F,Leste
9748490,7,55,L01,14,0.01,,0,Bronze,fake_email@corporate.co,M,Leste
9748989,11,72,L01,4,4000,2,0,Prata,fake_email@corporate.co,F,Leste
9749292,15,39,L01,28,0.01,7,1,Bronze,fake_email@corporate.co,F,Leste
9749462,6,76,CO04,11,6000,6,0,Ouro,fake_email@corporate.co,M,Centro-Oeste
9750045,10,49,CO04,51,13658.66,8,0,Ouro,fake_email@corporate.co,F,Centro-Oeste
9750746,10,63,L01,28,1000,9,1,Prata,fake_email@corporate.co,F,Leste
9751696,13,48,N02,44,0.02,5,0,Prata,fake_email@corporate.co,M,Norte
9752455,3,53,N03,12,0.01,8,0,Bronze,fake_email@corporate.co,F,Norte
9752587,8,71,L02,5,1000,9,1,Prata,fake_email@corporate.co,F,Leste
9753001,,78,N03,4,4884.25,8,0,Prata,fake_email@corporate.co,U,Norte
9753060,5,67,CO02,35,2500,13,0,Prata,fake_email@corporate.co,M,Centro-Oeste
9753826,7,77,N02,30,5037.5,5,0,Ouro,fake_email@corporate.co,F,Norte
9755721,10,69,S02,20,3150,19,0,Prata,fake_email@corporate.co,F,Sul
9756531,8,49,CO04,52,3000,9,0,Prata,fake_email@corporate.co,F,Centro-Oeste
9756817,5,46,L02,53,26000,18,0,Platino,fake_email@corporate.co,F,Leste
9757600,9,56,N03,32,15000,3,0,Ouro,fake_email@corporate.co,F,Norte
9759441,,,CO04,24,11700,8,1,Ouro,fake_email@corporate.co,F,Centro-Oeste
9761586,9,41,N01,52,0.01,5,0,Bronze,fake_email@corporate.co,F,Norte
9762450,8,60,CO01,38,0.01,8,0,Bronze,fake_email@corporate.co,F,Centro-Oeste
9762523,1,61,S02,47,10000,9,0,Ouro,fake_email@corporate.co,F,Sul
9764607,12,51,S03,49,2700,2,1,Prata,fake_email@corporate.co,F,Sul
9765204,7,60,N02,5,6000,1,0,Ouro,fake_email@corporate.co,F,Norte
9765492,5,41,L01,38,0.01,4,0,Bronze,fake_email@corporate.co,F,Leste
9765603,12,,L01,12,3000,4,1,Prata,fake_email@corporate.co,F,Leste
9771530,4,50,N03,23,5553.82,6,0,Ouro,fake_email@corporate.co,F,Norte
9772200,15,31,N01,52,0.01,4,1,Bronze,fake_email@corporate.co,M,Norte
9772715,4,48,CO02,12,0.02,8,0,Prata,fake_email@corporate.co,F,Centro-Oeste
9774785,3,54,L01,12,6052.66,7,0,Ouro,fake_email@corporate.co,M,Leste
9774874,9,33,CO02,,1000,4,0,Prata,fake_email@corporate.co,U,Centro-Oeste
9777059,7,39,L01,12,6000,11,0,Ouro,fake_email@corporate.co,F,Leste
9778500,8,60,L01,20,2000,5,0,Prata,fake_email@corporate.co,M,Leste
9779981,7,68,N03,51,9000,3,0,Ouro,fake_email@corporate.co,M,Norte
9780610,6,59,L02,24,205,2,0,Prata,fake_email@corporate.co,F,Leste
9780955,7,45,L01,9,600,5,0,Prata,fake_email@corporate.co,F,Leste
9782125,8,66,N02,45,6107.64,6,0,Ouro,fake_email@corporate.co,M,Norte
9782672,16,,N02,32,0.01,5,1,Bronze,fake_email@corporate.co,F,Norte
9782842,8,47,L01,52,0.01,7,0,Bronze,fake_email@corporate.co,M,Leste
9783148,11,60,CO02,28,0.01,5,0,Bronze,fake_email@corporate.co,F,Centro-Oeste
9783962,10,71,L01,48,6000,4,0,Ouro,fake_email@corporate.co,M,Leste
9785507,4,64,CO02,12,6000,1,0,Ouro,fake_email@corporate.co,M,Centro-Oeste
9785620,8,76,CO01,19,0.01,8,0,Bronze,fake_email@corporate.co,M,Centro-Oeste
9786759,9,33,L02,1,0.01,7,1,Bronze,fake_email@corporate.co,F,Leste
9786910,11,49,CO02,34,1000,5,0,Prata,fake_email@corporate.co,F,Centro-Oeste
9788204,10,40,L02,38,0.01,5,0,Bronze,fake_email@corporate.co,M,Leste
9788271,8,45,N01,17,0.01,10,0,Bronze,fake_email@corporate.co,F,Norte
9788409,2,35,CO01,20,3000,5,0,Prata,fake_email@corporate.co,M,Centro-Oeste
9788565,9,65,N02,12,3000,8,0,Prata,fake_email@corporate.co,M,Norte
9788891,19,40,O,45,6000,1,1,Ouro,fake_email@corporate.co,F,Oeste
9789626,8,36,L01,41,500,8,0,Prata,fake_email@corporate.co,F,Leste
9791205,8,58,CO04,44,10000,5,0,Ouro,fake_email@corporate.co,M,Centro-Oeste
9791655,5,70,CO01,49,6000,1,0,Ouro,fake_email@corporate.co,F,Centro-Oeste
9791957,8,48,O,45,0.01,4,0,Bronze,fake_email@corporate.co,M,Oeste
9792783,,77,S02,3,18194.13,18,1,Ouro,fake_email@corporate.co,M,Sul
9793038,7,47,L02,26,0.02,7,0,Prata,fake_email@corporate.co,U,Leste
9794468,4,77,L01,14,6000,2,1,Ouro,fake_email@corporate.co,M,Leste
9795022,6,52,O,45,0.01,4,0,Bronze,fake_email@corporate.co,U,Oeste
9795812,9,68,L01,52,6000,25,0,Ouro,fake_email@corporate.co,F,Leste
9796673,8,58,N02,27,7053.34,6,0,Ouro,fake_email@corporate.co,M,Norte
9796762,6,36,L01,16,4200,8,0,Prata,fake_email@corporate.co,F,Leste
9796983,11,,L01,38,0.01,9,0,Bronze,fake_email@corporate.co,M,Leste
9797661,8,38,L02,15,72.5,3,0,Prata,fake_email@corporate.co,F,Leste
9798641,10,62,CO01,25,3000,7,0,Prata,fake_email@corporate.co,F,Centro-Oeste
9801154,9,64,N01,27,1000,9,1,Prata,fake_email@corporate.co,F,Norte
9801995,4,65,CO02,52,6053.35,7,0,Ouro,fake_email@corporate.co,F,Centro-Oeste
9803203,5,57,L01,55,6000,4,0,Ouro,fake_email@corporate.co,M,Leste
9803572,5,58,L01,9,3000,7,0,Prata,fake_email@corporate.co,F,Leste
9805974,10,59,L02,8,18000,3,0,Ouro,fake_email@corporate.co,F,Leste
9806180,8,50,CO01,17,0.01,4,0,Bronze,fake_email@corporate.co,U,Centro-Oeste
9806288,6,58,N02,23,6000,6,0,Ouro,fake_email@corporate.co,M,Norte
9806571,6,27,N01,52,920,9,1,Prata,fake_email@corporate.co,F,Norte
9806997,5,64,L02,25,6000,25,0,Ouro,fake_email@corporate.co,F,Leste
9808469,11,,L01,8,10000,6,1,Ouro,fake_email@corporate.co,M,Leste
9810870,11,49,S03,,0.01,7,0,Bronze,fake_email@corporate.co,M,Sul
9811753,10,46,L01,35,350,11,0,Prata,fake_email@corporate.co,M,Leste
9812121,7,,S02,52,600,16,0,Prata,fake_email@corporate.co,F,Sul
9812822,5,75,L01,8,5000,5,0,Prata,fake_email@corporate.co,F,Leste
9813233,13,,S02,45,0.01,5,0,Bronze,fake_email@corporate.co,F,Sul
9813772,10,50,L01,44,3000,9,0,Prata,fake_email@corporate.co,F,Leste
9815287,5,54,L02,16,1000,5,0,Prata,fake_email@corporate.co,M,Leste
9816372,11,46,CO02,23,0.01,5,1,Bronze,fake_email@corporate.co,F,Centro-Oeste
9816631,5,58,L01,38,14000,4,0,Ouro,fake_email@corporate.co,F,Leste
9817433,10,69,CO02,4,240,35,1,Prata,fake_email@corporate.co,F,Centro-Oeste
9817913,,,L01,37,6000,16,0,Ouro,fake_email@corporate.co,M,Leste
9818499,6,63,L01,37,20631.55,3,0,Platino,fake_email@corporate.co,M,Leste
9819320,14,46,L01,26,3000,3,0,Prata,fake_email@corporate.co,F,Leste
9819703,6,57,L01,41,6000,1,0,Ouro,fake_email@corporate.co,M,Leste
9819843,10,43,L02,13,0.01,8,0,Bronze,fake_email@corporate.co,F,Leste
9820760,12,52,L01,26,500.01,9,0,Prata,fake_email@corporate.co,F,Leste
9821937,5,79,L01,4,1000,7,0,Prata,fake_email@corporate.co,F,Leste
9822739,7,56,CO02,8,14000,11,0,Ouro,fake_email@corporate.co,M,Centro-Oeste
9822852,9,75,S02,25,3000,8,1,Prata,fake_email@corporate.co,M,Sul
9825193,11,49,L01,51,0.01,5,0,Bronze,fake_email@corporate.co,M,Leste
9825576,5,71,L01,4,16842.12,9,0,Ouro,fake_email@corporate.co,F,Leste
9826041,,39,L01,21,3000,8,0,Prata,fake_email@corporate.co,M,Leste
9826416,10,47,O,15,0.01,5,0,Bronze,fake_email@corporate.co,F,Oeste
9826777,9,52,N02,53,4000,9,0,Prata,fake_email@corporate.co,M,Norte
9828087,5,53,L01,21,0.01,7,0,Bronze,fake_email@corporate.co,M,Leste
9828974,,64,L01,27,1800,9,1,Prata,fake_email@corporate.co,F,Leste
9829946,4,65,L01,4,3000,11,0,Prata,fake_email@corporate.co,F,Leste
9831959,5,58,L01,44,13000,11,0,Ouro,fake_email@corporate.co,F,Leste
9832734,8,54,L02,19,12000,8,1,Ouro,fake_email@corporate.co,M,Leste
9833102,13,52,N03,32,0.01,10,0,Bronze,fake_email@corporate.co,F,Norte
9833439,5,60,N02,45,6105.32,7,0,Ouro,fake_email@corporate.co,U,Norte
9834370,5,58,CO02,12,5000,3,0,Prata,fake_email@corporate.co,F,Centro-Oeste
9835237,8,54,L02,2,12000,12,0,Ouro,fake_email@corporate.co,M,Leste
9835857,8,,CO02,,0.01,9,0,Bronze,fake_email@corporate.co,F,Centro-Oeste
9836136,7,53,N03,52,6052.66,,0,Ouro,fake_email@corporate.co,F,Norte
9836691,14,50,L01,44,27034.59,9,1,Platino,fake_email@corporate.co,F,Leste
9838007,12,48,L02,23,0.01,8,1,Bronze,fake_email@corporate.co,F,Leste
9838880,4,57,CO01,34,20212.01,8,0,Platino,fake_email@corporate.co,F,Centro-Oeste
9839186,6,74,N03,35,6000,16,0,Ouro,fake_email@corporate.co,M,Norte
9840982,7,,L02,28,3000,8,0,Prata,fake_email@corporate.co,F,Leste
9841261,9,63,L01,35,19829.86,3,0,Ouro,fake_email@corporate.co,F,Leste
9842322,6,76,CO04,25,1000,4,0,Prata,fake_email@corporate.co,F,Centro-Oeste
9843086,10,55,N02,52,0.01,6,0,Bronze,fake_email@corporate.co,M,Norte
9845402,8,35,L01,2,0.01,9,1,Bronze,fake_email@corporate.co,F,Leste
9845607,7,48,L01,14,619.42,10,0,Prata,fake_email@corporate.co,F,Leste
9846115,9,42,CO01,38,2400,8,0,Prata,fake_email@corporate.co,M,Centro-Oeste
9846204,6,63,N02,51,6000,2,0,Ouro,fake_email@corporate.co,F,Norte
9846646,6,56,CO02,44,3000,4,0,Prata,fake_email@corporate.co,M,Centro-Oeste
9848088,13,41,N01,41,6000,3,1,Ouro,fake_email@corporate.co,F,Norte
9848223,14,53,L02,23,7600.02,11,0,Ouro,fake_email@corporate.co,F,Leste
9848975,7,46,N02,25,9000,5,0,Ouro,fake_email@corporate.co,F,Norte
9849459,,75,L01,3,10000,4,0,Ouro,fake_email@corporate.co,F,Leste
9850031,13,55,N02,14,0.01,9,0,Bronze,fake_email@corporate.co,F,Norte
9850244,13,76,CO02,32,22000,6,0,Platino,fake_email@corporate.co,M,Centro-Oeste
9850465,10,57,N02,10,0.01,5,0,Bronze,fake_email@corporate.co,F,Norte
9852247,8,52,N02,53,0.01,8,0,Bronze,fake_email@corporate.co,F,Norte
9853898,,58,L01,35,600,4,0,Prata,fake_email@corporate.co,F,Leste
9855378,10,49,L01,21,0.01,5,0,Bronze,fake_email@corporate.co,F,Leste
9857524,13,41,CO02,38,0.01,10,0,Bronze,fake_email@corporate.co,F,Centro-Oeste
9857885,11,57,L02,12,300,8,0,Prata,fake_email@corporate.co,F,Leste
9858261,7,49,CO01,51,2000,1,0,Prata,fake_email@corporate.co,M,Centro-Oeste
9858830,10,64,CO04,27,0.01,5,1,Bronze,fake_email@corporate.co,F,Centro-Oeste
9860258,8,76,L01,4,6000,1,0,Ouro,fake_email@corporate.co,U,Leste
9860398,12,55,CO02,28,3000,1,1,Prata,fake_email@corporate.co,F,Centro-Oeste
9860894,11,33,N03,35,66000,4,1,Platino,fake_email@corporate.co,F,Norte
9861602,12,70,L02,2,8400,8,0,Ouro,fake_email@corporate.co,F,Leste
9863133,3,52,N01,17,6053.35,6,0,Ouro,fake_email@corporate.co,M,Norte
9863524,3,67,L02,24,9000,8,0,Ouro,fake_email@corporate.co,U,Leste
9863907,6,50,L01,44,0.01,5,0,Bronze,fake_email@corporate.co,M,Leste
9867317,6,42,CO04,4,0.01,5,1,Bronze,fake_email@corporate.co,F,Centro-Oeste
9867929,4,59,CO04,,0.01,5,0,Bronze,fake_email@corporate.co,F,Centro-Oeste
9867996,7,32,N02,34,600,4,1,Prata,fake_email@corporate.co,M,Norte
9868844,10,66,L02,16,1500,7,0,Prata,fake_email@corporate.co,M,Leste
9871276,8,59,L01,28,0.01,8,0,Bronze,fake_email@corporate.co,F,Leste
9872558,6,46,CO03,,0.01,5,0,Bronze,fake_email@corporate.co,F,Centro-Oeste
9873279,9,39,CO02,32,0.01,4,0,Bronze,fake_email@corporate.co,F,Centro-Oeste
9873937,5,36,L01,21,0.01,8,1,Bronze,fake_email@corporate.co,F,Leste
9874321,6,,N03,52,0.01,5,0,Bronze,fake_email@corporate.co,F,Norte
9874615,11,42,CO01,18,0.01,,0,Bronze,fake_email@corporate.co,U,Centro-Oeste
9875115,6,29,L02,33,0.01,5,0,Bronze,fake_email@corporate.co,F,Leste
9875611,16,41,L01,51,0.01,8,1,Bronze,fake_email@corporate.co,U,Leste
9876944,8,46,CO01,38,6755.3,1,0,Ouro,fake_email@corporate.co,F,Centro-Oeste
9879404,8,57,,15,2000,2,0,Prata,fake_email@corporate.co,F,
9879617,4,68,L01,44,20000,2,0,Ouro,fake_email@corporate.co,U,Leste
9880909,9,54,L01,19,5000,4,0,Prata,fake_email@corporate.co,M,Leste
9881336,,48,CO02,19,50,3,0,Prata,fake_email@corporate.co,F,Centro-Oeste
9882227,8,67,N01,5,12000,8,0,Ouro,fake_email@corporate.co,F,Norte
9882715,9,78,CO02,28,9000,8,1,Ouro,fake_email@corporate.co,F,Centro-Oeste
9882901,9,48,L01,35,3000,7,0,Prata,fake_email@corporate.co,F,Leste
9883835,8,59,L02,30,2800,8,0,Prata,fake_email@corporate.co,F,Leste
9886249,4,74,CO02,52,500,12,0,Prata,fake_email@corporate.co,F,Centro-Oeste
9887326,4,50,L02,28,5582.4,8,0,Ouro,fake_email@corporate.co,U,Leste
9887431,9,48,CO04,52,0.01,5,1,Bronze,fake_email@corporate.co,F,Centro-Oeste
9888012,5,,O,49,10000,5,0,Ouro,fake_email@corporate.co,M,Oeste
9888454,5,71,L01,4,6000,12,0,Ouro,fake_email@corporate.co,F,Leste
9888527,11,41,N01,37,6000,1,1,Ouro,fake_email@corporate.co,F,Norte
9889035,13,36,L01,3,0.01,5,1,Bronze,fake_email@corporate.co,M,Leste
9889108,7,56,L01,25,40053.34,8,1,Platino,fake_email@corporate.co,F,Leste
9891269,11,56,N02,30,3000,2,0,Prata,fake_email@corporate.co,F,Norte
9891439,,73,CO02,24,19000,4,0,Ouro,fake_email@corporate.co,F,Centro-Oeste
9892338,17,35,L01,26,1620,5,1,Prata,fake_email@corporate.co,F,Leste
9894187,11,,N02,35,3920,4,1,Prata,fake_email@corporate.co,F,Norte
9895647,11,72,CO02,34,300,8,0,Prata,fake_email@corporate.co,M,Centro-Oeste
9897399,8,43,CO02,19,0.01,4,0,Bronze,fake_email@corporate.co,F,Centro-Oeste
9897798,12,61,CO02,41,9000,3,0,Ouro,fake_email@corporate.co,F,Centro-Oeste
9901973,7,35,L01,8,100,3,1,Prata,fake_email@corporate.co,F,Leste
